PTR23339	PolicyTrace	AuthMsg	SigninTokenPage	1	WELF 	Presenting user with token management page "%1" as required by auth server "%2"	(no description)
PTR23340	PolicyTrace	AuthMsg	SigninNeedHostChecker	1	WELF 	Starting Host Checker installation as required	(no description)
PTR23341	PolicyTrace	AuthMsg	SigninNeedCacheCleaner	1	WELF 	Starting Cache Cleaner installation as required	(no description)
PTR23342	PolicyTrace	AuthMsg	SigninSelectRole	1	WELF 	Presenting user with role selection page	(no description)
PTR23343	PolicyTrace	AuthMsg	SigninMultiAdmin	1	WELF 	Presenting user with concurrent administrative users warning page	(no description)
PTR23623	PolicyTrace	AuthMsg	SigninMultiUser	1	WELF 	Presenting user with concurrent users warning page	(no description)
PTR23344	PolicyTrace	AuthMsg	SigninAuthSuccess	1	WELF 	Authentication successful to auth server "%1"	(no description)
PTR23345	PolicyTrace	AuthMsg	SigninDirInfo	1	WELF 	Retrieved directory information from auth server "%1"	(no description)
PTR23346	PolicyTrace	AuthMsg	SigninGenPromptFailed	1	WELF 	Could not generate secondary %1 using template %2: %3	(no description)
PTR23347	PolicyTrace	AuthMsg	SigninGenPrompt	1	WELF 	Generated secondary %1 using template %2: "%3"	(no description)
PTR23348	PolicyTrace	AuthMsg	SigninAuthFailedOK	1	WELF 	Secondary authentication failed to auth server "%1".  Success not required.	(no description)
PTR23349	PolicyTrace	AuthMsg	SigninRolesSelected	1	WELF 	User selected role%1 %2	(no description)
PTR23350	PolicyTrace	AuthMsg	SigninUserOption	1	WELF 	User selected %1 option	(no description)
PTR30470	PolicyTrace	AuthMsg	PostAuthSignInNotifUserOption	1	WELF 	User chose to %1 on the sign-in notification page "%2"	(no description)
PTR23351	PolicyTrace	AuthMsg	SigninSendAccounting	1	WELF 	Accounting information sent to auth server "%1"	(no description)
PTR23352	PolicyTrace	AuthMsg	SigninRoleRestrictionFailed	1	WELF 	%1 restriction check failed for role %2	(no description)
PTR23353	PolicyTrace	AuthMsg	SigninRolesPassedRoleRestrictions	1	WELF 	Role restrictions successfully passed for roles: %1	(no description)
PTR23354	PolicyTrace	AuthMsg	SigninFailedAllRolesRestricted	1	WELF 	All roles restricted	(no description)
PTR23370	PolicyTrace	AuthMsg	SigninStartingAuth	1	WELF 	Attempting to authenticate user "%1" with auth server "%2"	(no description)
PTR23371	PolicyTrace	AuthMsg	SigninFetchingDir	1	WELF 	Getting directory information from auth server "%1"	(no description)
PTR23412	PolicyTrace	AuthMsg	ClientCAMissing	1	WELF 	No trusted client CAs configured	(no description)
PTR24568	PolicyTrace	AuthMsg	LogoutPrevSessionForSessionLimitPolicyTrace	1	WELF 	Session Limit: %1/%2 has the maximum number of sessions running. They have been logged out from IP (%3) in order to start a new session from IP (%4).	(no description)
PTR23228	PolicyTrace	AuthMsg	OverallBoolValue	1	WELF 	The overall value for %1 is %2	(no description)
PTR23229	PolicyTrace	AuthMsg	OverallIntValue	1	WELF 	The overall value for %1 is %2	(no description)
PTR23230	PolicyTrace	AuthMsg	OverallStrValue	1	WELF 	The overall value for %1 is %2	(no description)
PTR23231	PolicyTrace	AuthMsg	OverallTableValue	1	WELF 	The overall value for %1 contains %2 row(s)	(no description)
PTR23232	PolicyTrace	AuthMsg	BeginPolicyEval	1	WELF 	Start Policy [%1/%2] evaluation for resource %3	(no description)
PTR23233	PolicyTrace	AuthMsg	CheckPolicy	1	WELF 	Applying Policy [%1]...	(no description)
PTR23234	PolicyTrace	AuthMsg	PolicyApplied	1	WELF 	Policy [%1] applies to resource	(no description)
PTR23235	PolicyTrace	AuthMsg	NoPolicyApplied	1	WELF 	No Policy applies to resource	(no description)
PTR23236	PolicyTrace	AuthMsg	NoPolicies	1	WELF 	No Policy configured	(no description)
PTR23237	PolicyTrace	AuthMsg	BeginAutoAllowEval	1	WELF 	Start Auto Allow evaluation on %1 for resource %2	(no description)
PTR23238	PolicyTrace	AuthMsg	NoAutoAllowResources	1	WELF 	No Auto Allow resources configured	(no description)
PTR23239	PolicyTrace	AuthMsg	ActionReturned	1	WELF 	Action [%1] is returned	(no description)
PTR23240	PolicyTrace	AuthMsg	ResourceNoMatch	1	WELF 	Resource filter [%1] does not match	(no description)
PTR23241	PolicyTrace	AuthMsg	AutoAllowMatch	1	WELF 	Resource is allowed by Auto Allow resources	(no description)
PTR23242	PolicyTrace	AuthMsg	AutoAllowNoMatch	1	WELF 	Resource is not allowed by Auto Allow resources	(no description)
PTR23243	PolicyTrace	AuthMsg	RoleNoMatch	1	WELF 	User roles [%1] do not match with configured roles [%3:%2]	(no description)
PTR23244	PolicyTrace	AuthMsg	CondNoMatch	1	WELF 	Condition [%1] evaluated to false	(no description)
PTR23245	PolicyTrace	AuthMsg	CheckRule	1	WELF 	Evaluating Policy Rule %1...	(no description)
PTR23246	PolicyTrace	AuthMsg	RulesNoMatch	1	WELF 	No Policy Rule applies to resource	(no description)
PTR23308	PolicyTrace	AuthMsg	OptionOff	1	WELF 	Skip Policy [%1/%2] evaluation because %3 option is not enabled	(no description)
PTR23432	PolicyTrace	AuthMsg	CompressionConditionCheckFalse	1	WELF 	The compressibility of the resource %4 is false due to %3. Skip Policy [%1/%2] evaluation	(no description)
PTR23433	PolicyTrace	AuthMsg	CompressionConditionCheckTrue	1	WELF 	The compressibility of the resource %4 (%3) is true before checking Policy [%1, %2]	(no description)
PTR23498	PolicyTrace	AuthMsg	PolicyReevalStart	1	WELF 	Policy reevaluation started for user "%1" in realm "%2".	(no description)
PTR23499	PolicyTrace	AuthMsg	PolicyReevalInternalError	1	WELF 	Internal error during policy reevaluation process. code %1	(no description)
PTR23500	PolicyTrace	AuthMsg	PolicyReevalReject	1	WELF 	User %1 rejected during policy reevaluation.  Reason: %2	(no description)
PTR23501	PolicyTrace	AuthMsg	PolicyReevalRemoveSession	1	WELF 	User does not pass during policy reevaluation, removing user session	(no description)
PTR23502	PolicyTrace	AuthMsg	PolicyReevalSuccessRolesChanged	1	WELF 	Policy Reevaluation successful, updating session	(no description)
PTR23503	PolicyTrace	AuthMsg	PolicyReevalSuccessNoRolesChanged	1	WELF 	Policy Reevaluation successful, no roles change	(no description)
PTR23504	PolicyTrace	AuthMsg	PolicyReevalHCTimeout	1	WELF 	Host Checker timeout has occured	(no description)
PTR23505	PolicyTrace	AuthMsg	PolicyReevalCCTimeout	1	WELF 	Cache Cleaner timeout has occured	(no description)
PTR23507	PolicyTrace	AuthMsg	userRolesChanged	1	WELF 	Roles for user %2 on host %1 changed from <%3> to <%4>.	(no description)
PTR23509	PolicyTrace	AuthMsg	PolicyReevalRolesSelected	1	WELF 	User selected role%1 <%2> in the already running session	(no description)
PTR23510	PolicyTrace	AuthMsg	PolicyReevalSendAccounting	1	WELF 	Accounting information sent to auth server "%1" during policy reevaluation	(no description)
PTR23511	PolicyTrace	AuthMsg	PolicyReevalHCNotReady	1	WELF 	Host Checker is not in ready status during policy reevaluation	(no description)
PTR23512	PolicyTrace	AuthMsg	PolicyReevalCCNotReady	1	WELF 	Cache Cleaner is not in ready status during policy reevaluation	(no description)
PTR23513	PolicyTrace	AuthMsg	PolicyReevalHCRestrictionsFailed	1	WELF 	Host Checker realm restrictions failed during policy reevaluation	(no description)
PTR23514	PolicyTrace	AuthMsg	PolicyReevalCCRestrictionsFailed	1	WELF 	Cache Cleaner realm restrictions failed during policy reevaluation	(no description)
PTR23515	PolicyTrace	AuthMsg	PolicyReevalHCRestrictionsPassed	1	WELF 	Host Checker realm restrictions passed during policy reevaluation	(no description)
PTR23516	PolicyTrace	AuthMsg	PolicyReevalCCRestrictionsPassed	1	WELF 	Cache Cleaner realm restrictions passed during policy reevaluation	(no description)
PTR23517	PolicyTrace	AuthMsg	PolicyReevalRoleMappingFailure	1	WELF 	Failed to perform role mapping with reason "%1" during policy reevaluation	(no description)
PTR23518	PolicyTrace	AuthMsg	PolicyReevalNoRolesMapped	1	WELF 	Role mapping resulted in no roles during policy reevaluation	(no description)
PTR23519	PolicyTrace	AuthMsg	PolicyReevalRolesMapped	1	WELF 	Role mapped role%1 <%2> during policy reevaluation	(no description)
PTR23520	PolicyTrace	AuthMsg	PolicyReevalNoRolesSelectedMapped	1	WELF 	None of the existing user selected role(s) mapped new mapped roles during policy reevaluation	(no description)
PTR23521	PolicyTrace	AuthMsg	PolicyReevalRolesSelectedMapped	1	WELF 	Mapped new role%1 <%2> among selected roles during login	(no description)
PTR23522	PolicyTrace	AuthMsg	PolicyReevalNoInitialRolesSelected	1	WELF 	No initial roles selected during the login of the user in the previous session	(no description)
PTR22834	PolicyTrace	AuthMsg	PolicyRadiusHostUnreachable	1	WELF 	Radius Server %1: Login failed for %2 because host %3 is unreachable.	(no description)
AUT23523	Authenticate	AuthMsg	PolicyReevalDeleteSession	1	WELF 	Active user '%1' in realm '%2' is deleted since user does not qualify reevaluated policies	(no description)
AUT23524	Authenticate	AuthMsg	PolicyReevaluserRolesChanged	1	WELF 	Roles for user %2 on host %1 changed from <%3> to <%4> during policy reevaluation.	(no description)
PTR23555	PolicyTrace	AuthMsg	NoCert	1	WELF 	Realm restriction failed with No Certificate	(no description)
PTR23556	PolicyTrace	AuthMsg	WrongCert	1	WELF 	Realm restriction failed with Wrong Certficate	(no description)
PTR23557	PolicyTrace	AuthMsg	RevokedCert	1	WELF 	Realm restriction failed with Revoked Cert	(no description)
PTR23558	PolicyTrace	AuthMsg	NeedCertificate	1	WELF 	Realm restriction failed with Need Certificate	(no description)
PTR23559	PolicyTrace	AuthMsg	FeatureUnlicensed	1	WELF 	Realm restriction failed with Certificate Feature unlicensed	(no description)
PTR23560	PolicyTrace	AuthMsg	PolicyReevalIPBlocked	1	WELF 	Realm restriction failed with Source IP Blocked	(no description)
PTR23561	PolicyTrace	AuthMsg	PolicyReevalIPResticted	1	WELF 	Realm restriction failed with IP Restriction	(no description)
PTR23562	PolicyTrace	AuthMsg	PolicyReevalBrowserRestricted	1	WELF 	Realm restriction failed with Browser User Agent restriction	(no description)
PTR23563	PolicyTrace	AuthMsg	PolicyReevalPasswordRestricted	1	WELF 	Realm restriction failed with Password Restriction	(no description)
PTR23564	PolicyTrace	AuthMsg	PolicyReevalUsersExceeded	1	WELF 	Concurrent users limit exceeded	(no description)
PTR24526	PolicyTrace	AuthMsg	PolicyReevalSessionsPerUserExceeded	1	WELF 	Number of concurrent sessions exceeded for user "%1" in realm "%2"	(no description)
AUT24326	Authenticate	AuthMsg	LogAuthSuccess	1	WELF 	%1 authentication successful for %2/%3 from %4%{5 forwarded for %5}	(no description)
AUT24327	Authenticate	AuthMsg	LogAuthFailure	1	WELF 	%1 authentication failed for %2/%3 from %4	(no description)
AUT30684	AdminLogin	AuthMsg	AdminLogAuthSuccess	1	WELF 	%1 authentication successful for %2/%3 from %4%{5 forwarded for %5}	(no description)
AUT30685	AdminLogin	AuthMsg	AdminLogAuthFailure	1	WELF 	%1 authentication failed for %2/%3 from %4	(no description)
AUT30544	Authenticate	AuthMsg	LogPostAuthSignInNotifUserOption	1	WELF 	User chose to %1 on the sign-in notification page "%2"	(no description)
AUT30821	AdminLogin	AuthMsg	AdminLogPostAuthSignInNotifOption	1	WELF 	User chose to %1 on the sign-in notification page "%2"	(no description)
ADM20664	AdminChange	AuthMsg	AdminIdleTimeout	1		Session timed out for %1/%2 due to inactivity (last access at %3). Idle session identified during routine system scan.	(no description)
AUT22886	Authenticate	AuthMsg	UserIdleTimeout	1	WELF 	Session timed out for %1/%2%{4 (session:%4)} due to inactivity (last access at %3). Idle session identified during routine system scan.	(no description)
AUT20915	Authenticate	AuthMsg	UserIdleTimeoutByRequest	1	WELF 	Session timed out for %1/%2%{4 (session:%4)} due to inactivity%{3 (last access at %3)}. Idle session identified after user request.	(no description)
ADM22820	AdminLogin	AuthMsg	AdminIdleTimeoutByRequest	1		Session timed out for %1/%2 due to inactivity%{3 (last access at %3)}. Idle session identified after user request.	(no description)
AUT20914	Authenticate	AuthMsg	SessionTimeout	1	WELF 	Max session timeout for %1/%2%{3 (session:%3)}.	(no description)
ADM22818	AdminLogin	AuthMsg	AdminSessionTimeout	1		Max session timeout for %1/%2.	(no description)
USR24630	UserChange	AuthMsg	UserPasswordChangeFailed	1		Password change failed for user %1/%2. Reason : '%3'.	(no description)
AUT30505	Authenticate	AuthMsg	SessionMigrated	1	WELF 	Session migrated from server %1	(no description)
PTR30506	PolicyTrace	AuthMsg	StartingSessionMigration	1	WELF 	Starting Session Migration	(no description)
PTR30507	PolicyTrace	AuthMsg	NoMigrationDsid	1	WELF 	Session migration failed: no session from client	(no description)
PTR30508	PolicyTrace	AuthMsg	NoMigrationSession	1	WELF 	Session migration failed: session not found on IF-MAP server	(no description)
PTR30509	PolicyTrace	AuthMsg	SessionMigrationUserDisabled	1	WELF 	Session migration failed: user %1/%2 disabled	(no description)
PTR30510	PolicyTrace	AuthMsg	SessionMigrationUserRejected	1	WELF 	Session migration: user %1/%2 rejected by authentication server	(no description)
PTR30512	PolicyTrace	AuthMsg	SessionMigrationSucceeded	1	WELF 	Session migration succeded	(no description)
AUT22677	Authenticate	AuthMsg	TooManyCCUsers	9	WELF 	License key restriction: number of concurrent users (%1) exceeded the system limit (%2). %3/%4 is not allowed to login.	(no description)
AUT22678	Authenticate	AuthMsg	TooManyCCUsersWarning	7	WELF 	Warning license key restriction: number of concurrent users (%1) is nearing the system limit (%2).	(no description)
AUT23551	Authenticate	AuthMsg	TooManyCCUsersIVS	9	WELF 	IVS restriction: number of concurrent users (%1) exceeded the IVS limit (%2).  %3/%4 is not allowed to login.	(no description)
AUT23552	Authenticate	AuthMsg	TooManyCCUsersWarningIVS	7	WELF 	Warning IVS restriction: number of concurrent users (%1) is nearing the IVS limit (%2).	(no description)
PTR22785	PolicyTrace	AuthMsg	TraceTooManyCCUsers	1	WELF 	License key restriction: number of concurrent users (%1) exceeded the system limit (%2). %3/%4 is not allowed to login.	(no description)
PTR22786	PolicyTrace	AuthMsg	TraceTooManyCCUsersWarning	1	WELF 	Warning license key restriction: number of concurrent users (%1) is nearing the system limit (%2).	(no description)
PTR23553	PolicyTrace	AuthMsg	TraceTooManyCCUsersIVS	9	WELF 	IVS restriction: number of concurrent users (%1) exceeded the IVS limit (%2).  %3/%4 is not allowed to login.	(no description)
PTR23554	PolicyTrace	AuthMsg	TraceTooManyCCUsersWarningIVS	7	WELF 	Warning IVS restriction: number of concurrent users (%1) is nearing the IVS limit (%2).	(no description)
AUT30722	Authenticate	AuthMsg	InsufficientCache	10	Event 	State Storage Resource is almost at capacity.  Signin for user %1 failed because insufficient resources are available to create a user session.  To alleviate this issue, delete any unused cached items(for example, unused active user sessions).	(no description)
ADM30801	AdminChange	AuthMsg	ServerCatalogChanged	1		'%1' server catalog: %2 %3 %{5'%5' to }'%4'.	%1=(authserver name) %2=(Added|Deleted|Updated) %3=(Custom Variable|more can be added) %4=(name) %5=(old name)
AUT21082	Authenticate	AceMsg	ACENoConfigFile	6	WELF 	Failed login for '%1' because sdconf.rec file is missing.	(no description)
AUT21083	Authenticate	AceMsg	ACENoVerificationFile	1	WELF 	There is no node verification file.	(no description)
AUT21070	Authenticate	AceMsg	ACENextToken	1	WELF 	Login from IP %1 for %2/%3. Next token required.	(no description)
AUT21071	Authenticate	AceMsg	ACENewPIN	1	WELF 	Login from IP %1 for %2/%3. New PIN required.	(no description)
AUT21072	Authenticate	AceMsg	ACENextTokenCancel	1	WELF 	Cancelled login for '%1' from IP %2 because user cancelled Next Token operation.	(no description)
AUT21073	Authenticate	AceMsg	ACENextTokenInvalid	1	WELF 	Failed login for '%1' from IP %2 because Next Token code is invalid.	(no description)
AUT21074	Authenticate	AceMsg	ACENextTokenInvalidGroup	2	WELF 	Failed login for '%1' from IP %2 because group is invalid.	(no description)
AUT21075	Authenticate	AceMsg	ACENewPINMismatch	1	WELF 	Failed login for '%1' from IP %2 because entered PINs are mismatched.	(no description)
AUT21076	Authenticate	AceMsg	ACENewPINInvalidFormat	1	WELF 	Failed login for '%1' from IP %2 because New PIN format is invalid.	(no description)
AUT21077	Authenticate	AceMsg	ACENewPINInvalidLength	1	WELF 	Failed login for '%1' from IP %2 because New PIN length is invalid.	(no description)
AUT21078	Authenticate	AceMsg	ACENewPINReject	1	WELF 	Failed login for '%1' from IP %2 because New PIN was rejected.	(no description)
AUT21079	Authenticate	AceMsg	ACENewPINCreate	1	WELF 	'%1' from IP %2 successfully created new PIN.	(no description)
AUT21080	Authenticate	AceMsg	ACENewPINCancel	1	WELF 	Cancelled login for '%1' from IP %2 because user cancelled New PIN operation.	(no description)
AUT21081	Authenticate	AceMsg	ACEInvalidFormat	2	WELF 	Failed login for '%3' from IP %4 because %1 has an invalid format value '%2'	(no description)
PTR22832	PolicyTrace	AceMsgTrace	ACENoConfigFile	1	WELF 	Failed login for '%1' because sdconf.rec file is missing.	(no description)
PTR22833	PolicyTrace	AceMsgTrace	ACENoVerificationFile	1	WELF 	There is no node verification file.	(no description)
PTR22806	PolicyTrace	AceMsgTrace	ACENextToken	1	WELF 	Login from IP %1 for %2/%3. Next token required.	(no description)
PTR22807	PolicyTrace	AceMsgTrace	ACENewPIN	1	WELF 	Login from IP %1 for %2/%3. New PIN required.	(no description)
PTR22823	PolicyTrace	AceMsgTrace	ACENextTokenCancel	1	WELF 	Cancelled login for '%1' from IP %2 because user cancelled Next Token operation.	(no description)
PTR22824	PolicyTrace	AceMsgTrace	ACENextTokenInvalid	1	WELF 	Failed login for '%1' from IP %2 because Next Token code is invalid.	(no description)
PTR22825	PolicyTrace	AceMsgTrace	ACENextTokenInvalidGroup	1	WELF 	Failed login for '%1' from IP %2 because group is invalid.	(no description)
PTR22826	PolicyTrace	AceMsgTrace	ACENewPINMismatch	1	WELF 	Failed login for '%1' from IP %2 because entered PINs are mismatched.	(no description)
PTR22827	PolicyTrace	AceMsgTrace	ACENewPINInvalidLength	1	WELF 	Failed login for '%1' from IP %2 because New PIN length is invalid.	(no description)
PTR22828	PolicyTrace	AceMsgTrace	ACENewPINReject	1	WELF 	Failed login for '%1' from IP %2 because New PIN was rejected.	(no description)
PTR22829	PolicyTrace	AceMsgTrace	ACENewPINCreate	1	WELF 	'%1' from IP %2 successfully created new PIN.	(no description)
PTR22830	PolicyTrace	AceMsgTrace	ACENewPINCancel	1	WELF 	Cancelled login for '%1' from IP %2 because user cancelled New PIN operation.	(no description)
PTR22831	PolicyTrace	AceMsgTrace	ACEInvalidFormat	1	WELF 	Failed login for '%3' from IP %4 because %1 has an invalid format value '%2'	(no description)
AUT20104	Authenticate	SecidMsg	ACECreateSocketFail	6		ACE Auth: Fail to create socket to the auth process.	(no description)
AUT20105	Authenticate	SecidMsg	ACEConnectFail	6		ACE Auth: Fail to connect to the auth process.  Error=%1.	(no description)
AUT20106	Authenticate	SecidMsg	ACESendDataFail	6		ACE Auth: Fail to send data to the auth process.  Error=%1.	(no description)
AUT20107	Authenticate	SecidMsg	ACEReadDataFail	6		ACE Auth: Fail to read data from the auth process: %1.	(no description)
AUT20108	Authenticate	SecidMsg	ACEForkProcessFail	6		ACE Auth: Unable to fork process when checking config file.	(no description)
AUT20109	Authenticate	SecidMsg	ACEWaitProcessFail	6		ACE Auth: Wait for child process returns error when checking config file.	(no description)
AUT20110	Authenticate	SecidMsg	ACELoginGenerateContextIDFail	2		ACE Auth: Failed login for '%1' because Context ID cannot be generated.  User should try again in a few minutes.	(no description)
AUT20111	Authenticate	SecidMsg	ACELoginExceedLimit	6		ACE Auth: Failed login for '%1' because the number of simultaneous transactions exceeded the allowed limit.  User should try again in a few minutes.	(no description)
AUT20112	Authenticate	SecidMsg	ACELoginCreateSocketFail	6		ACE Auth: Fail to create socket. Error=%1.	(no description)
AUT20113	Authenticate	SecidMsg	ACELoginBindFail	6		ACE Auth: Fail to bind. Error=%1.	(no description)
AUT20114	Authenticate	SecidMsg	ACELoginListenFail	6		ACE Auth: Fail to listen. Error=%1.	(no description)
AUT20115	Authenticate	SecidMsg	ACELoginForkProcessFail	6		ACE Auth: Unable to fork auth process.	(no description)
AUT20116	Authenticate	SecidMsg	ACEProcUsage	6		ACE Auth Process: Usage: %1 socket_path.	(no description)
AUT20117	Authenticate	SecidMsg	ACEProcReadConfFail	6		ACE Auth Process: Fail to read sdconf.rec.	(no description)
AUT20118	Authenticate	SecidMsg	ACEProcConnectServerFail	6		ACE Auth Process: Cannot connect to ACE Server.	(no description)
AUT20119	Authenticate	SecidMsg	ACEProcAcceptFail	6		ACE Auth Process: Accept fail.  Error=%1.	(no description)
AUT20120	Authenticate	SecidMsg	ACEProcReadFail	6		ACE Auth Process: Fail to read data. Bytes=%1. Error=%2.	(no description)
AUT20121	Authenticate	SecidMsg	ACEProcReadInvalid	6		ACE Auth Process: Fail to read data because it is not in the correct format.	(no description)
AUT20122	Authenticate	SecidMsg	ACEProcInvalidState	6		ACE Auth Process: Receive invalid STATE '%1' data.	(no description)
AUT20123	Authenticate	SecidMsg	ACEProcVerificationFile	6		ACE Auth Process: Caching Node Verification file fail: %1 %2	(no description)
AUT20124	Authenticate	SecidMsg	ACEProcLoginWriteFail	6		ACE Auth Process: Fail to write data.	(no description)
AUT20125	Authenticate	SecidMsg	ACEProcNextTokenWriteFail	6		ACE Auth Process: Fail to write data.	(no description)
AUT20126	Authenticate	SecidMsg	ACEProcNextTokenTimeout	6		ACE Auth Process: Next Token cancelled for '%1' due to 3 minutes timeout.	(no description)
AUT20127	Authenticate	SecidMsg	ACEProcNewPINWriteFail	6		ACE Auth Process: Fail to write data.	(no description)
AUT20128	Authenticate	SecidMsg	ACEProcNewPINInvalidAction	1		ACE Auth Process: New PIN fail for '%1' because of invalid action '%2'.	(no description)
AUT20129	Authenticate	SecidMsg	ACEProcNewPINCancel	1		ACE Auth Process: New PIN cancelled by '%1'.	(no description)
AUT20130	Authenticate	SecidMsg	ACEProcNewPINTimeout	1		ACE Auth Process: New PIN cancelled for '%1' due to 3 minutes timeout.	(no description)
AUT24412	AdminChange	AuthSOAPMsg	AdminLogin	1	WELF 	SOAP login succeeded for %2/%3 from %1.	(no description)
ADM24413	AdminLogin	AuthSOAPMsg	AdminLogout	1	WELF 	SOAP logout from %1	(no description)
AUT24414	Authenticate	AuthSOAPMsg	Login	1	WELF 	%1 login succeeded for %3/%4 from %2.	(no description)
AUT24415	Authenticate	AuthSOAPMsg	Logout	1	WELF 	%1 logout from %2	(no description)
